,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
7221,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1842,1002, ,R4,467 CENTRAL PARK WEST,1B,10025,1,0,1, -  , -  ,1929,2,R4,865000,1/4/2017 0:00
7222,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1842,1011, ,R4,467 CENTRAL PARK WEST,2E,10025,1,0,1, -  , -  ,1929,2,R4,800000,3/15/2017 0:00
7225,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1842,1048, ,R4,467 CENTRAL PARK WEST,7G,10025,1,0,1, -  , -  ,1929,2,R4,685000,10/4/2016 0:00
7226,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1842,1062, ,R4,467 CENTRAL PARK WEST,10B,10025,1,0,1, -  , -  ,1929,2,R4,1800000,4/25/2017 0:00
7227,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1002, ,R4,478 CENTRAL PARK WEST,1B,10025,1,0,1, -  , -  ,1900,2,R4,1875000,3/16/2017 0:00
7228,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1005, ,R4,478 CENTRAL PARK WEST,2B,10025,1,0,1, -  , -  ,1900,2,R4,1175,9/1/2016 0:00
7229,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1005, ,R4,478 CENTRAL PARK WEST,2B,10025,1,0,1, -  , -  ,1900,2,R4,938825,9/1/2016 0:00
7230,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1008, ,R4,478 CENTRAL PARK WEST,3B,10025,1,0,1, -  , -  ,1900,2,R4,2525000,10/19/2016 0:00
7231,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1019, ,R4,478 CENTRAL PARK WEST,6C,10025,1,0,1, -  , -  ,1900,2,R4,570220,9/22/2016 0:00
7232,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1029, ,R4,480 CENTRAL PARK WEST,2B,10025,1,0,1, -  , -  ,1900,2,R4,672045,9/22/2016 0:00
7233,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1844,1049, ,R4,480 CENTRAL PARK WEST,7B,10025,1,0,1, -  , -  ,1900,2,R4,1100000,11/14/2016 0:00
7235,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1141, ,R4,300 CATHEDRAL PARKWAY,16A,10026,1,0,1, -  , -  ,1989,2,R4,862500,4/5/2017 0:00
7236,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1158, ,R4,300 WEST 110TH STREET,17H,10026,1,0,1, -  , -  ,1989,2,R4,707000,10/25/2016 0:00
7237,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1167, ,R4,300 CATHEDRAL PARKWAY,18G,10026,1,0,1, -  , -  ,1989,2,R4,609000,10/14/2016 0:00
7238,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1172, ,R4,300 WEST 110TH STREET,19B,10026,1,0,1, -  , -  ,1989,2,R4,925000,9/9/2016 0:00
7240,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1214, ,R4,220 MANHATTAN AVE,2E,10025,1,0,1, -  , -  ,1989,2,R4,640000,6/22/2017 0:00
7242,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1845,1285, ,R4,220 MANHATTAN AVENUE,5V,10025,1,0,1, -  , -  ,1985,2,R4,898000,4/28/2017 0:00
7245,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1040, ,R4,301 CATHEDRAL PARKWAY,3A,10026,1,0,1, -  , -  ,1989,2,R4,635000,8/8/2017 0:00
7247,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1047, ,R4,301 CATHEDRAL PARKWAY,3H,10026,1,0,1, -  , -  ,1989,2,R4,1025000,10/20/2016 0:00
7252,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1159, ,R4,301 CATHEDRAL PARKWAY,8W,10026,1,0,1, -  , -  ,1989,2,R4,964000,6/28/2017 0:00
7253,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1222, ,R4,301 CATHEDRAL PKY,16J,10026,1,0,1, -  , -  ,1989,2,R4,886500,5/9/2017 0:00
7254,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1224, ,R4,301 CATHEDRAL PARKWAY,17B,10026,1,0,1, -  , -  ,1989,2,R4,689000,1/27/2017 0:00
7256,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1244, ,R4,301 CATHEDRAL PARKWAY,19D,10026,1,0,1, -  , -  ,1989,2,R4,680000,5/12/2017 0:00
7257,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1248, ,R4,301 CATHEDRAL PARKWAY,19H,10026,1,0,1, -  , -  ,1989,2,R4,580000,8/10/2017 0:00
7259,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1312, ,R4,250 MANHATTAN AVENUE,4B,10026,1,0,1, -  , -  ,1920,2,R4,987702,2/10/2017 0:00
7260,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1411, ,R4,321 WEST 110TH STREET,4A,10026,1,0,1, -  , -  ,2012,2,R4,1550000,4/13/2017 0:00
7261,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1846,1420, ,R4,321 CATHEDRAL PARKWAY,6B,10026,1,0,1, -  , -  ,2012,2,R4,820000,12/16/2016 0:00
7268,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1847,1110, ,R4,304 WEST 114 STREET,5B,10026,1,0,1, -  , -  ,2007,2,R4,885000,2/3/2017 0:00
7273,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1848,1506, ,R4,306 WEST 116TH STREET,3B,10026,1,0,1, -  , -  ,2012,2,R4,1037500,10/18/2016 0:00
7274,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1848,1508, ,R4,306 WEST 116TH ST,4B,10026,1,0,1, -  , -  ,2012,2,R4,1250000,7/27/2017 0:00
7275,1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1848,1513, ,R4,306 WEST 116TH STREET,7A,10026,1,0,1, -  , -  ,2012,2,R4,1785000,10/7/2016 0:00
7276,1,MANHATTAN VALLEY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1841,1102, ,R1,44 WEST 106 ST,2,10025,1,0,1, -  , -  ,0,2,R1,1350000,5/24/2017 0:00
7277,1,MANHATTAN VALLEY,46 CONDO STORE BUILDINGS                   ,4,1848,1375, ,RK,2131 8 AVENUE,UNITB,10026,0,0,1, -  , -  ,2010,4,RK,725000,2/3/2017 0:00
800,2,BRONX PARK,02 TWO FAMILY DWELLINGS                    ,1,3357,63, ,B2,3200 WEBSTER, ,10467,2,0,2,2029,4197,1915,1,B2,560000,11/2/2016 0:00
802,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4435,48, ,A1,2513 WALLACE AVE, ,10467,1,0,1,3000,1788,1910,1,A1,195000,9/29/2016 0:00
803,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4510,47, ,A1,2735 HOLLAND AVENUE, ,10467,1,0,1,2500,1524,1925,1,A1,400000,8/17/2017 0:00
804,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4517,55, ,A5,2723 PAULDING AVENUE, ,10469,1,0,1,2100,1863,1965,1,A5,430000,7/28/2017 0:00
806,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4522,14, ,A5,2732 YATES AVENUE, ,10469,1,0,1,2500,1176,1950,1,A5,406000,8/3/2017 0:00
807,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4522,21, ,A1,2752 YATES AVENUE, ,10469,1,0,1,5000,1488,1915,1,A1,465000,2/13/2017 0:00
808,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4522,50, ,A1,2719 HERING AVENUE, ,10469,1,0,1,2500,1218,1960,1,A1,425000,9/14/2016 0:00
810,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4525,17, ,A5,2740 PEARSALL AVENUE, ,10469,1,0,1,2042,1364,1940,1,A5,457000,11/16/2016 0:00
813,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4527,28, ,A5,2756 BOUCK AVENUE, ,10469,1,0,1,1800,1620,1950,1,A5,361500,9/6/2016 0:00
815,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4534,96, ,A2,1526 BANTAM PLACE, ,10469,1,0,1,1767,1101,1940,1,A2,295000,4/28/2017 0:00
816,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4535,30, ,A1,2754 WOODHULL AVENUE, ,10469,1,0,1,2604,900,1920,1,A1,350000,6/27/2017 0:00
817,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4535,30, ,A1,2754 WOODHULL AVE, ,10469,1,0,1,2604,900,1920,1,A1,229950,9/28/2016 0:00
818,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4535,57, ,A2,2763 MICKLE AVENUE, ,10469,1,0,1,2724,990,1930,1,A2,279000,2/15/2017 0:00
819,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4537,25, ,S1,2740 WESTERVELT AVENUE, ,10469,1,1,2,2300,1944,1955,1,S1,357500,2/28/2017 0:00
822,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4547,28, ,A5,3067 WILLIAMSBRIDGE ROAD, ,10467,1,0,1,650,864,1920,1,A5,149734,9/21/2016 0:00
824,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4547,38, ,A5,3057 WILLIAMSBRIDGE ROAD, ,10467,1,0,1,1111,881,1920,1,A5,149000,3/9/2017 0:00
825,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4547,40, ,A5,3053 WILLIAMSBRIDGE ROAD, ,10467,1,0,1,851,906,1920,1,A5,110000,6/15/2017 0:00
826,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4547,49, ,A1,2917 HOLLAND AVENUE, ,10467,1,0,1,2458,1496,1920,1,A1,459820,11/8/2016 0:00
828,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4555,56, ,A9,2919 HONE AVENUE, ,10469,1,0,1,4777,997,1920,1,A9,360000,7/21/2017 0:00
830,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4557,34, ,A5,1078 ADEE AVENUE, ,10469,1,0,1,1800,1732,1950,1,A5,439400,6/16/2017 0:00
831,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4558,55, ,A5,2919 YATES AVE, ,10469,1,0,1,2300,1863,1970,1,A5,417000,1/30/2017 0:00
833,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4563,39, ,A5,1260 ADEE AVE, ,10469,1,0,1,2025,1080,1940,1,A5,385000,6/30/2017 0:00
834,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4564,145, ,A5,2897 DEWITT PLACE, ,10469,1,0,1,1520,1336,1950,1,A5,348000,2/6/2017 0:00
838,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4564,153, ,A5,2881 DEWITT PLACE, ,10469,1,0,1,1520,1536,1950,1,A5,407000,2/22/2017 0:00
839,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4564,167, ,A5,2713 DEWITT PLACE, ,10469,1,0,1,2945,2018,1950,1,A5,340000,2/24/2017 0:00
840,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4565,50, ,A5,2907 SEYMOUR AVENUE, ,10469,1,0,1,1875,1860,1945,1,A5,400000,4/7/2017 0:00
843,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4573,18, ,A5,3026 MATTHEWS AVE, ,10467,1,0,1,1800,1521,1950,1,A5,423000,2/8/2017 0:00
844,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4577,6, ,A2,1007 ADEE AVENUE, ,10469,1,0,1,2500,870,1930,1,A2,465557,11/7/2016 0:00
845,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4580,13, ,A5,3012 LACONIA AVENUE, ,10469,1,0,1,1800,1665,1945,1,A5,385000,4/21/2017 0:00
846,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4580,36, ,A5,1106 BURKE AVENUE, ,10469,1,0,1,1800,1576,1950,1,A5,227000,7/12/2017 0:00
848,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4580,54, ,A5,3033 YATES AVE, ,10469,1,0,1,1800,1370,1960,1,A5,175000,3/7/2017 0:00
850,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4586,26, ,A5,2936 BOUCK AVENUE, ,10469,1,0,1,1600,1120,1950,1,A5,399000,2/28/2017 0:00
851,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4590,16, ,A1,3010 YOUNG AVENUE, ,10469,1,0,1,5000,1488,1920,1,A1,300000,3/27/2017 0:00
852,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4590,37, ,A5,3048 YOUNG AVENUE, ,10469,1,0,1,1350,1312,1965,1,A5,355000,11/2/2016 0:00
853,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4594,18, ,A1,3246 BARKER AVENUE, ,10467,1,0,1,6354,2178,1920,1,A1,527500,8/22/2017 0:00
854,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4596,17, ,S1,3238 WHITE PLAINS ROAD, ,10467,1,1,2,2000,2646,1920,1,S1,637000,6/26/2017 0:00
855,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4600,1, ,S1,3300 WHITE PLAINS ROAD, ,10467,1,1,2,1453,2994,1931,1,S1,500000,9/7/2016 0:00
857,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4607,20, ,A5,3306 BARNES AVENUE, ,10467,1,0,1,1568,1392,1945,1,A5,270000,9/20/2016 0:00
858,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4607,123, ,A5,3316 BARNES AVENUE, ,10467,1,0,1,2032,928,1945,1,A5,350000,11/15/2016 0:00
859,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4608,25, ,A1,3248 BRONXWOOD AVENUE, ,10469,1,0,1,3125,1056,1925,1,A1,260000,3/22/2017 0:00
860,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4609,24, ,A5,3240 RADCLIFF AVENUE, ,10469,1,0,1,2200,1737,1955,1,A5,455000,2/22/2017 0:00
861,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4609,30, ,A5,934 DUNCAN STREET, ,10469,1,0,1,1800,1683,1955,1,A5,330000,2/27/2017 0:00
863,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4610,30, ,S1,3240 COLDEN AVE, ,10469,1,1,2,2500,2024,1956,1,S1,309750,4/21/2017 0:00
864,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4611,5, ,A2,1011 BURKE AVENUE, ,10469,1,0,1,4000,1008,1901,1,A2,280000,1/20/2017 0:00
865,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4616,64, ,A5,3223 TENBROECK AVENUE, ,10469,1,0,1,2500,1224,1960,1,A5,380000,2/14/2017 0:00
866,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4617,1, ,A5,3211 PEARSALL AVENUE, ,10469,1,0,1,2592,1728,1955,1,A5,280000,11/8/2016 0:00
868,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4617,5, ,A5,3203 PEARSALL AVENUE, ,10469,1,0,1,1892,1420,1955,1,A5,355000,12/9/2016 0:00
869,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4617,60, ,A2,3215 PEARSALL  AVENUE, ,10469,1,0,1,2500,1375,1940,1,A2,259000,4/5/2017 0:00
870,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4618,1, ,A5,3201 THROOP AVENUE, ,10469,1,0,1,2300,1530,1950,1,A5,439000,4/24/2017 0:00
871,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4618,10, ,A5,3208 PEARSALL AVENUE, ,10469,1,0,1,1700,1530,1950,1,A5,375000,10/3/2016 0:00
872,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4618,49, ,A5,3203 THROOP AVENUE, ,10469,1,0,1,1700,1402,1950,1,A5,250000,6/29/2017 0:00
873,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4623,5, ,A2,3312 BARKER AVENUE, ,10467,1,0,1,6292,1094,1945,1,A2,385000,9/30/2016 0:00
874,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4627,26, ,A5,3443 OLINVILLE AVENUE, ,10467,1,0,1,1944,1224,1945,1,A5,375000,3/3/2017 0:00
875,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4628,16, ,A1,3438 OLINVILLE AVENUE, ,10467,1,0,1,2400,1800,1915,1,A1,385000,6/19/2017 0:00
876,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4630,4, ,A5,741 BARTHOLDI STREET, ,10467,1,0,1,1900,1925,1935,1,A5,275000,12/5/2016 0:00
878,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4631,27, ,A5,3391 CAPUCHIN WAY, ,10467,1,0,1,1900,1160,1945,1,A5,459202,4/5/2017 0:00
879,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4632,121, ,A5,796B MAGENTA STREET, ,10467,1,0,1,1615,928,1950,1,A5,330000,9/16/2016 0:00
880,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4634,69, ,A5,3335 RADCLIFF AVENUE, ,10469,1,0,1,2000,1727,1935,1,A5,228603,9/28/2016 0:00
881,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4634,125, ,A5,3370 RADCLIFF AVENUE, ,10469,1,0,1,2836,1296,1935,1,A5,360000,8/24/2017 0:00
883,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4636,12, ,A5,3308 COLDEN AVENUE, ,10469,1,0,1,2017,1912,1950,1,A5,360000,2/24/2017 0:00
885,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4637,12, ,A5,3308 PAULDING AVENUE, ,10469,1,0,1,1800,1575,1950,1,A5,420000,3/21/2017 0:00
886,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4637,13, ,A5,3310 PAULDING AVENUE, ,10469,1,0,1,1800,1575,1950,1,A5,432000,6/21/2017 0:00
887,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4637,13, ,A5,3310 PAULDING AVENUE, ,10469,1,0,1,1800,1575,1950,1,A5,300000,12/1/2016 0:00
888,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4637,50, ,A5,3315 HONE AVENUE, ,10469,1,0,1,2400,1810,1945,1,A5,399000,10/18/2016 0:00
889,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4638,13, ,A2,3318 HONE AVENUE, ,10469,1,0,1,2500,837,1899,1,A2,399000,4/6/2017 0:00
890,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4638,13, ,A2,3318 HONE AVENUE, ,10469,1,0,1,2500,837,1899,1,A2,104000,9/1/2016 0:00
891,2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4638,21, ,A5,3332 HONE AVENUE, ,10469,1,0,1,1800,1494,1955,1,A5,267500,6/1/2017 0:00
892,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4340,8, ,S2,2278 BRONX PARK EAST, ,10467,2,1,3,6575,4392,1925,1,S2,1100000,9/16/2016 0:00
895,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4424,20, ,B3,2434 BRONX PARK EAST, ,10467,2,0,2,6463,2140,1930,1,B3,910000,3/1/2017 0:00
896,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4424,26, ,B9,2448 BRONX PARK EAST, ,10467,2,0,2,2571,2520,1960,1,B9,435000,12/1/2016 0:00
898,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4425,22, ,B1,2438 BARKER AVENUE, ,10467,2,0,2,5000,3335,1910,1,B1,630000,11/22/2016 0:00
901,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4509,53, ,B1,2729 CRUGER AVE, ,10467,2,0,2,2900,2680,1925,1,B1,645000,4/5/2017 0:00
902,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4510,1, ,S2,725 ALLERTON AVENUE, ,10467,2,1,3,1624,3240,1931,1,S2,390000,11/9/2016 0:00
903,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4510,5, ,B1,2710 CRUGER AVENUE, ,10467,2,0,2,2500,1690,1925,1,B1,330000,5/11/2017 0:00
905,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4510,49, ,B1,2731 HOLLAND AVENUE, ,10467,2,0,2,2500,1619,1925,1,B1,459000,9/29/2016 0:00
906,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4510,54, ,B1,2721 HOLLAND AVENUE, ,10467,2,0,2,2500,1540,1925,1,B1,375000,7/13/2017 0:00
907,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4510,61, ,B1,2707 HOLLAND AVENUE, ,10467,2,0,2,2500,2178,1925,1,B1,235000,6/23/2017 0:00
908,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4511,51, ,B1,2723 WALLACE AVENUE, ,10467,2,0,2,2500,2680,1920,1,B1,350000,5/25/2017 0:00
910,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4514,9, ,B1,2724 MATTHEWS AVENUE, ,10467,2,0,2,2500,2310,1920,1,B1,580000,1/20/2017 0:00
911,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4514,13, ,B1,2732 MATTHEWS AVENUE, ,10467,2,0,2,2300,1998,1965,1,B1,605000,6/20/2017 0:00
913,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4518,23, ,B1,2736 PAULDING AVENUE, ,10469,2,0,2,2500,2640,2005,1,B1,668800,10/7/2016 0:00
914,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4519,20, ,B2,2752 HONE AVENUE, ,10469,2,0,2,2500,1219,1930,1,B2,440000,2/17/2017 0:00
915,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4520,5, ,B2,2710 LURTING AVENUE, ,10469,2,0,2,2500,1920,1925,1,B2,605000,10/27/2016 0:00
916,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4520,54, ,B1,2705 LACONIA AVE, ,10469,2,0,2,2500,2018,1960,1,B1,525000,7/14/2017 0:00
917,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4521,18, ,B3,2724 LACONIA AVENUE, ,10469,2,0,2,2500,1350,1955,1,B3,400000,11/8/2016 0:00
918,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4522,41, ,B1,2739 HERING AVENUE, ,10469,2,0,2,5000,2095,1965,1,B1,520000,10/26/2016 0:00
919,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4523,2, ,B9,2702 HERING AVENUE, ,10469,2,0,2,1480,1990,1950,1,B9,420000,12/21/2016 0:00
920,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4524,18, ,B1,2742 TENBROECK AVENUE, ,10469,2,0,2,2142,1375,1950,1,B1,429000,12/28/2016 0:00
921,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4524,20, ,B1,2746 TENBROECK AVENUE, ,10469,2,0,2,3425,1375,1950,1,B1,485000,7/18/2017 0:00
922,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4525,33, ,B1,1234 ARNOW AVENUE, ,10469,2,0,2,2200,1738,1940,1,B1,350000,3/13/2017 0:00
923,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4536,17, ,B3,2728 MICKLE AVENUE, ,10469,2,0,2,2800,1054,1955,1,B3,500000,1/4/2017 0:00
924,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4536,23, ,B3,2738 MICKLE AVENUE, ,10469,2,0,2,2800,1054,1955,1,B3,435000,1/4/2017 0:00
925,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4543,35, ,B3,3051 BARKER AVENUE, ,10467,2,0,2,2127,2036,1935,1,B3,355000,6/16/2017 0:00
926,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4543,36, ,B2,3049 BARKER AVE, ,10467,2,0,2,2127,1710,1920,1,B2,300000,11/23/2016 0:00
927,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4543,48, ,B2,3007 BARKER AVENUE, ,10467,2,0,2,2127,2780,1930,1,B2,426400,11/4/2016 0:00
929,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4547,22, ,B3,2934 CRUGER AVENUE, ,10467,2,0,2,1079,888,1920,1,B3,135000,12/27/2016 0:00
930,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4549,37, ,B3,2935 BARNES AVENUE, ,10467,2,0,2,3713,1992,1930,1,B3,690000,11/4/2016 0:00
931,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4551,26, ,B3,832 ADEE AVENUE, ,10467,2,0,2,4526,2022,1925,1,B3,495000,3/15/2017 0:00
932,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4551,51, ,B1,2903 BRONXWOOD AVENUE, ,10469,2,0,2,1076,2061,2006,1,B1,560000,5/31/2017 0:00
933,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4551,54, ,B1,2901 BRONXWOOD AVE, ,10469,2,0,2,1433,2061,2006,1,B1,550000,3/15/2017 0:00
935,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4557,62, ,B1,2911 LACONIA AVENUE, ,10469,2,0,2,2100,1782,1960,1,B1,454000,9/15/2016 0:00
938,2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4563,4, ,B1,1263 ARNOW AVENUE, ,10469,2,0,2,2000,2070,1945,1,B1,500000,4/14/2017 0:00
